Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Decade,Primary_Genre,Rating_Band
Sold,2014,94,Drama,6.9,1589,Jeffrey D. Brown,Gillian Anderson,David Arquette,Priyanka Bose,2010,Drama,Good (6–8)
Sold: Fighting the New Global Slave Trade,2010,52,"Documentary, News",,,Jody Hassett Sanchez,Mira Nair,Unknown,Unknown,2010,Documentary,
Soldier,1998,156,"Action, Drama, Musical",6.2,2757,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Bobby Deol,Preity Zinta,1990,Action,Good (6–8)
Soldier as Thakur Daler Singh,1969,129,Action,6.0,5,Pachhi,Ajit Singh Deol,Deepa,Dharmendra,1960,Action,Average (4–6)
Solid Patels,,129,Comedy,,,Saurabh Varma,Shiv Panditt,Shazahn Padamsee,Kettan Singh,,Comedy,
Solva Saal,1958,135,"Comedy, Romance, Thriller",7.0,140,Raj Khosla,Dev Anand,Waheeda Rehman,Jagdev,1950,Comedy,Good (6–8)
Solva Sawan,1979,140,Drama,6.0,22,Bharathiraja,Adil Amaan,Kulbhushan Kharbanda,Madhukar,1970,Drama,Average (4–6)
Som Mangal Shani,1988,129,Action,,,S.R. Pratap,Hemant Birje,Shehzad Khan,Sood Upendra,1980,Action,
Some Where in Delhi,1956,128,"Comedy, Drama, Romance",5.1,9,M. Sadiq,Harbans Darshan M. Arora,Ram Avtar,S.N. Banerjee,1950,Comedy,Average (4–6)
Someone,2021,160,"Drama, Romance",,,Sid Bhagvathula,Vibhu Kaushik,Vindhyanshu Dubey,Shreya Ranjan,2020,Drama,
Something Wrong,2021,110,Horror,,,Azhar Hussain,Rahul Jain,Priti Singh,Asad Khan,2020,Horror,
Son of Ali Baba,1955,129,Fantasy,,,Majnu,Mahipal,Chitra,Chandrashekhar,1950,Fantasy,
Son of Dracula,2009,94,"Fantasy, Horror",5.5,8,Salim Suma,Joginder Shelly,Raza Murad,Alaudeen,2000,Fantasy,Average (4–6)
Son of Flower,2012,129,Drama,,,Raja Bundela,Jamie Alter,Tom Alter,J. Brandon Hill,2010,Drama,
Son of Hercules,1964,80,Action,2.8,28,Sultan,Bipin Gupta,Kamran,Leela Kumari,1960,Action,Poor (<4)
Son of India,1962,129,Drama,5.8,50,Mehboob Khan,Sajid Khan,Kamaljit Singh,Kumkum,1960,Drama,Average (4–6)
Son of Sardaar,2012,141,"Action, Comedy",4.0,9060,Ashwani Dhir,Anil Devgan,Ajay Devgn,Sanjay Dutt,2010,Action,Poor (<4)
Son of Sinbad,1958,129,Adventure,2.3,24,Nanabhai Bhatt,Master Bhagwan,Kuldip Kaur,Prem Nath,1950,Adventure,Poor (<4)
Son Rise,2019,49,Documentary,8.2,213,Vibha Bakshi,Unknown,Unknown,Unknown,2010,Documentary,Excellent (8–10)
Sona Chandi,1946,129,Unknown,,,Kamlabai Gokhale,Mehmood,Unknown,Unknown,1940,Unknown,
Sona Spa,2013,102,"Drama, Mystery, Thriller",3.5,189,Makrand Deshpande,Akkash Basnet,Nivedita Bhattacharya,Devyani,2010,Drama,Poor (<4)
Sonal,1973,129,Drama,,,Prabhat Mukherjee,Mallika Sarabhai,Jatin Khanna,Sulochana Latkar,1970,Drama,
Sonali Cable,2014,127,"Comedy, Drama",5.3,980,Charudutt Acharya,Rhea Chakraborty,Ali Fazal,Raghav Juyal,2010,Comedy,Average (4–6)
Sonam Gupta Bewafa Hai,2021,129,Comedy,,,Ssaurabh Tyagi,Surbhi Jyoti,Atul Srivastava,Jassie Gill,2020,Comedy,
Sonchand,2018,129,Drama,,,Ranjith Oraon,Sachin Kumar Meena,Unknown,Unknown,2010,Drama,
Sonchidi,2011,55,"Drama, Mystery, Sci-Fi",6.3,82,Amit Dutta,Nitin Goel,Gagan Singh Sethi,Unknown,2010,Drama,Good (6–8)
Sonchiriya,2019,143,"Action, Crime, Drama",8.1,9572,Abhishek Chaubey,Sushant Singh Rajput,Bhumi Pednekar,Ashutosh Rana,2010,Action,Excellent (8–10)
Sone Ka Dil Lohe Ke Haath,1978,129,Action,6.5,8,Naresh Kumar,Sudha Chopra,Rajan Haksar,Nasir Hussain,1970,Action,Good (6–8)
Sone Ka Shohar,1935,129,Unknown,,,Anand Prasad Kapoor,Baburao Pendharkar,Unknown,Unknown,1930,Unknown,
Sone Ke Chidiya,1948,129,Drama,,,Ajit,Leela Kumari,Harishchandra Rao,Vasantrao,1940,Drama,
Sone Ki Chidiya,1958,171,"Drama, Romance",6.0,34,Shaheed Latif,Talat Mahmood,Balraj Sahni,Nutan,1950,Drama,Average (4–6)
Sone Ki Lanka,1978,129,Drama,,,Satpal,Sunil Dutt,Rekha,Seema Kapoor,1970,Drama,
Sone Ki Sita,1994,129,Drama,,,Pankaj Berry,Sudha Chandran,Neena Gupta,Rohini Hattangadi,1990,Drama,
Sone Ki Zanjeer,1992,129,Action,,,Shiv Kumar,Laxmikant Berde,Priya Arun Berde,Prasenjit Chatterjee,1990,Action,
Sone Pe Suhaaga,1988,163,"Action, Family",4.8,90,K. Bapaiah,Jeetendra,Dharmendra,Nutan,1980,Action,Average (4–6)
Songs of love,2019,210,"Drama, Musical, Romance",,,Amit Jain,Sheeba Chaddha,Lopamudra Raut,Arpit Chaudhary,2010,Drama,
Soni,2018,97,"Crime, Drama",7.2,2528,Ivan Ayr,Geetika Vidya Ohlyan,Saloni Batra,Vikas Shukla,2010,Crime,Good (6–8)
Soni De Nakhara,2011,129,Drama,,,Vicky Gangadhar,Anuj Sawhney,Sheena Shahabadi,Dalip Tahil,2010,Drama,
Sons of Ram,2012,85,"Animation, Drama, Musical",6.7,77,Kushal Ruia,Sunidhi Chauhan,Ettienne Couthino,Devansh Doshi,2010,Animation,Good (6–8)
Sonthakkaran,1989,129,"Action, Comedy, Drama",,,Raja,Arjun Sarja,Madhuri,Nirosha,1980,Action,
Sonu Ke Titu Ki Sweety,2018,138,"Comedy, Romance",7.1,20000,Luv Ranjan,Kartik Aaryan,Nushrat Bharucha,Sunny Singh Nijjar,2010,Comedy,Good (6–8)
Sookha,1983,119,Drama,6.6,9,M.S. Sathyu,Pankaj Dheer,Anant Nag,Unknown,1980,Drama,Good (6–8)
Sooper Se Ooper,2013,129,Comedy,4.3,178,Shekhar Ghosh,Tinnu Anand,Mahesh Balraj,Mithilesh Chaturvedi,2010,Comedy,Average (4–6)
Sooraj Pe Dastak,1995,129,Drama,,,Unknown,Unknown,Unknown,Unknown,1990,Drama,
Soorarai Pottru,2020,153,Drama,9.1,83029,Sudha Kongara,Suriya,Madhavan,Paresh Rawal,2020,Drama,Excellent (8–10)
Soorat Aur Seerat,1962,129,"Drama, Family",7.2,14,Rajnish Bahl,Dharmendra,Nutan,K.N. Singh,1960,Drama,Good (6–8)
Soorma,2018,131,"Biography, Drama, Sport",7.4,4648,Shaad Ali,Diljit Dosanjh,Taapsee Pannu,Angad Bedi,2010,Biography,Good (6–8)
Soorma Bhopali,1988,153,Comedy,5.6,60,Jagdeep,Jagdeep,Agha,Amitabh Bachchan,1980,Comedy,Average (4–6)
Sooryavansham,1999,168,"Action, Drama",6.3,2820,E.V.V. Satyanarayana,Pranavanand,Amitabh Bachchan,Soundarya,1990,Action,Good (6–8)
Sooryavanshi,2021,176,"Action, Thriller",,,Rohit Shetty,Akshay Kumar,Katrina Kaif,Ajay Devgn,2020,Action,
Sopan,1994,134,Thriller,,,Ajay Bannerjee,Soumitra Chatterjee,Mamata Shankar,Unknown,1990,Thriller,
Sorry Bhai!,2008,154,"Comedy, Drama, Romance",6.1,1019,Onir,Shabana Azmi,Boman Irani,Sanjay Suri,2000,Comedy,Good (6–8)
Sorry Daddy,2015,129,Action,4.7,6,Vijay Pal,Shamim Khan,Anupam Shukla,Mukesh Tiwari,2010,Action,Average (4–6)
Sorry Madam Maaf Karo,2013,129,Comedy,,,D.M. Subhashish,Master Aman,Prima Shambhavi Chatterjee,Dinesh Hingoo,2010,Comedy,
SOS Talk,2015,132,Drama,,,Kumaar Aadarsh,Kumaar Aadarsh,Melica Amina,Shreya Chawla,2010,Drama,
SOS: Secrets of Sex,2013,114,Drama,5.8,34,Kumaar Aadarsh,Kumaar Aadarsh,Gagan Guru,Harman Preet Kaur,2010,Drama,Average (4–6)
SOS: Secrets of Sex Chapter 3,2014,108,Drama,3.5,31,Kumaar Aadarsh,Kumaar Aadarsh,Leena Kapoor,Unknown,2010,Drama,Poor (<4)
Soul,2015,129,Romance,,,Mehmood Ali,Shiba Bhardwaj,Zuber K. Khan,Unknown,2010,Romance,
Soul of Sand,2010,99,"Drama, Mystery, Thriller",5.6,82,Sidharth Srinivasan,Dibyendu Bhattacharya,Saba Joshi,Avtar Sahani,2010,Drama,Average (4–6)
Soulmates,,129,Drama,,,Saif Khan Chishty,Unknown,Unknown,Unknown,,Drama,
Sound of Water-Paani Ki Aawaz,2019,119,Adventure,,,Shravan Kumar Rathore,Abraam Pandey,Jaspreet Kaur Pruthi,Prem Sharma,2010,Adventure,
Soundtrack,2011,132,"Drama, Musical",7.1,826,Neerav Ghosh,Rajeev Khandelwal,Soha Ali Khan,Mrinalini Sharma,2010,Drama,Good (6–8)
Souryam,2008,151,"Action, Drama",5.8,167,Siva,Tottempudi Gopichand,Anushka Shetty,Poonam Kaur,2000,Action,Average (4–6)
Souten,1983,160,"Drama, Musical, Romance",5.7,196,Saawan Kumar Tak,Rajesh Khanna,Tina Ambani,Padmini Kolhapure,1980,Drama,Average (4–6)
Souten Ki Beti,1989,136,"Drama, Family",5.3,55,Saawan Kumar Tak,Jeetendra,Rekha,Jaya Prada,1980,Drama,Average (4–6)
Souten: The Other Woman,2006,131,Thriller,4.7,43,Karan Razdan,Mahima Chaudhry,Padmini Kolhapure,Shakti Kapoor,2000,Thriller,Average (4–6)
Space Race,2013,129,Animation,,,Rajiv Chilaka,Unknown,Unknown,Unknown,2010,Animation,
Spandan,1982,135,Drama,6.1,9,Biplab Roy Chowdhury,Utpal Dutt,Anita Kanwar,Amol Palekar,1980,Drama,Good (6–8)
Spark,2014,134,Action,5.9,31,V.K. Singh,Rati Agnihotri,Mansha Bahl,Rajniesh Duggall,2010,Action,Average (4–6)
Sparsh: The Touch,2003,129,"Comedy, Horror",,,Manoj Sharma,Susheel Jangira,Kunal Kapoor,Shikhar,2000,Comedy,
Special 26,2013,144,"Crime, Drama, Thriller",8.0,52354,Neeraj Pandey,Akshay Kumar,Anupam Kher,Manoj Bajpayee,2010,Crime,Good (6–8)
Speed,2007,102,"Action, Crime, Thriller",2.9,513,Vikram Bhatt,Urmila Matondkar,Sanjay Suri,Zayed Khan,2000,Action,Poor (<4)
Speed Queen,1947,129,Action,,,Nari Ghadiali,Benjamin,Ruby,Mustafa,1940,Action,
Spellbound,2018,129,Mystery,,,Dharam Panesar,Tapasya Agnihotri,Manoj Malhotra,Ramesh Malhotra,2010,Mystery,
Spirit of Moksha - Kumbh Mela,2010,61,"Documentary, Family",5.8,6,Rajeev Gautam,Maya Sharma,Unknown,Unknown,2010,Documentary,Average (4–6)
Split Wide Open,1999,103,"Crime, Drama",6.5,222,Dev Benegal,Rahul Bose,Laila Rouass,Shivaji Satam,1990,Crime,Good (6–8)
Spot Boy,1996,129,Drama,,,Pasha P. Jung,Akshay Anand,Babban,Raj Kiran,1990,Drama,
Spring Thunder,2018,113,"Crime, Drama",,,Sriram Dalton,Ravi Sah,Akash Khurana,Arshad Khan,2010,Crime,
Spy in Goa,1966,129,"Action, Thriller",,,Dharam Kumar,Sheikh Mukhtar,Randhawa,Malika,1960,Action,
Spy in Rome,1968,155,"Action, Comedy, Romance",4.9,8,B.K. Adarsh,Dev Kumar,Jaymala Adarsh,K.N. Singh,1960,Action,Average (4–6)
Squad,2020,129,"Action, Comedy, Drama",,,Nilesh Sahay,Pooja Batra,Mohan Kapur,Malvika Raaj,2020,Action,
Sragaal,2020,140,"Drama, History, Mystery",,,Devansh Srivastava,Ravi Kishan,Naresh Neb,Anshuman Rai,2020,Drama,
Sree Murugan,1977,129,"Adventure, Drama, Fantasy",,,P. Subramaniam,Tikrusha,Raghavan,Ravi Kumar,1970,Adventure,
Sree Rama Anjaneya Yuddham,1975,166,"Drama, Fantasy",7.8,29,Bapu,N.T. Rama Rao,Janardhana Rao Arja,Saroja Devi B.,1970,Drama,Good (6–8)
Sri Anjaneyam,2004,174,"Action, Fantasy",4.6,203,Krishna Vamsi,Nithiin,Ananth,Jogi Brothers,2000,Action,Average (4–6)
SRI DUNGARGARH,,120,"Action, Drama, Mystery",,,Mukesh Asopa,Mukesh Asopa,Unknown,Unknown,,Action,
Sri Raam Vanavas,1977,137,"Adventure, Drama, Fantasy",,,Kamalakara Kameshwara Rao,Ravi Kumar,Satyanarayana Kaikala,Gummadi,1970,Adventure,
Sri Ramakatha,1968,178,Drama,,,Jayalalitha J,Haranath,Unknown,Unknown,1960,Drama,
Sri Shirdi Saibaba Mahathyam,1986,129,Drama,7.7,83,K. Vasu,Vijayachander,Chandramohan,Anjali Devi,1980,Drama,Good (6–8)
Sri Venkateswara Mahathyam,1960,204,"Drama, Musical",8.5,52,P. Pullaiah,N.T. Rama Rao,Savitri,Varalakshmi S.,1960,Drama,Excellent (8–10)
Sridevi Bungalow,,129,Thriller,,,Prasanth Mambully,Priya Prakash Varrier,Lee Nicholas Harris,Garima Agarwal,,Thriller,
Srinagar,2020,129,Drama,9.1,28,Sanoj Mishra,Sanoj R. Mishra,Ravi Sudha Choudhary,Uzma Ahmed,2020,Drama,Excellent (8–10)
Sssshhh...,2003,163,"Horror, Mystery",4.4,330,Pavan Kaul,Tanishaa Mukerji,Dino Morea,Karann Nathh,2000,Horror,Average (4–6)
Ssukh,2005,129,"Comedy, Family, Romance",5.0,59,Kirti Kumar,Aarti Chhabria,Jackie Shroff,Mahesh Anand,2000,Comedy,Average (4–6)
Stage,1951,129,Unknown,,,Vijay Mhatre,Dev Anand,Cuckoo,Gulab,1950,Unknown,
Stalker,2012,129,Thriller,3.5,8,Kishore Bhargav,Kiren Jogi,Priyanka Kothari,Nakul Vaid,2010,Thriller,Poor (<4)
Stand By,2011,129,"Drama, Sport, Thriller",6.3,25,Sanjay Soorkar,Siddharth Kher,Sachin Khedekar,Dalip Tahil,2010,Drama,Good (6–8)
Stanley Ka Dabba,2011,96,"Comedy, Drama, Family",7.8,6493,Amole Gupte,Partho A. Gupte,Numaan Sheikh,Abhishek Reddy,2010,Comedy,Good (6–8)
Star,1982,129,"Drama, Musical",7.7,53,Vinod Pande,Kumar Gaurav,Rati Agnihotri,Raj Kiran,1980,Drama,Good (6–8)
State Express,1961,129,Action,,,Babubhai Mistry,Bela Bose,Kamran,Arvind Kumar,1960,Action,
State of Siege: Temple Attack,2021,129,Action,,,Ken Ghosh,Akshaye Khanna,Manjari Fadnnis,Abhimanyu Singh,2020,Action,
State Rowdy,1989,147,"Action, Crime, Drama",6.3,104,Gopal B.,Chiranjeevi,Bhanupriya,Jayamalini,1980,Action,Good (6–8)
State vs Justice,2022,120,"Biography, Crime, Drama",,,Jaimin Bal,Unknown,Unknown,Unknown,2020,Biography,
State vs. Malti Mhaske,2018,129,"Crime, Thriller",7.1,67,Nikhil Mahajan,Sagar Deshmukh,Divya Menon,Smita Tambe,2010,Crime,Good (6–8)
Station,2014,120,"Crime, Drama, Thriller",7.5,90,Saad Khan,Kanika Batra,Gulshan Grover,Rohiet Nair,2010,Crime,Good (6–8)
Station Master,1942,157,Unknown,,,Chimanlal Luhar,Prem Adib,Kaushalya,Suraiya,1940,Unknown,
Stay Alert,1956,153,"Comedy, Drama",8.2,913,Amit Mitra,Sombhu Mitra,Pradeep Kumar,Sumitra Devi,1950,Comedy,Excellent (8–10)
Staying Alive,2012,89,Drama,5.6,29,Ananth Narayan Mahadevan,Jahangir Khan,Ananth Narayan Mahadevan,Navni Parihar,2010,Drama,Average (4–6)
Steering,2021,129,Drama,,,Nitin Supekar,Casiono Dsoza,Raavi Kishor,Deepalaxmi Moghe,2020,Drama,
Still Standing,2010,54,"Documentary, Biography, Drama",7.5,8,Pankaj Johar,Unknown,Unknown,Unknown,2010,Documentary,Good (6–8)
Stoovertpuram Police Station,1991,148,"Action, Drama",6.2,65,Veerendranath Yandamoori,Chiranjeevi,Vijayshanti,Nirosha,1990,Action,Good (6–8)
Stop or I Will Shoot,2019,56,Thriller,,,Subhanjan,Amrita,Dipannita,Unknown,2010,Thriller,
Stop!,2004,129,"Comedy, Romance",4.4,33,Ajai Sinha,Rocky Bhatia,Dia Mirza,Tejaswini Kolhapure,2000,Comedy,Average (4–6)
Stories,,129,Drama,,,K Sukumar,Dibyayan Banerji,Kaushik Basu,Gosh Promila,,Drama,
Straight,2009,110,"Comedy, Drama",5.8,350,Parvati Balagopalan,Vinay Pathak,Gul Panag,Anuj Chaudhary,2000,Comedy,Average (4–6)
Stranger on Whatsap,,129,Mystery,,,Jakee Patel,Prerna Trivedi,Dinesh Lamba,Armaan Tahil,,Mystery,
Strangers,2019,75,Documentary,,,Laura Kansy,Oskar Zoche,Unknown,Unknown,2010,Documentary,
Strawberry Blues,2019,90,Crime,,,Jacob Paul,Priyanka Bora,Ravi Jhanghu,Swetanshu Mala,2010,Crime,
Strawberry Point,2020,129,Thriller,7.8,5,Prabal Baruah,Karan Oberoi,Unknown,Unknown,2020,Thriller,Good (6–8)
Stree,2018,128,"Comedy, Horror",7.6,29900,Amar Kaushik,Rajkummar Rao,Shraddha Kapoor,Pankaj Tripathi,2010,Comedy,Good (6–8)
Stree Purush,1975,129,Drama,,,Rajkumar,Rikhi Oberoi,Monika Patel,Tun Tun,1970,Drama,
Street 13,2000,129,Horror,,,Geeta Chauhan,Aditya Mohan,Ashima Pandey,Alpana Talwar,2000,Horror,
Street Dancer 3D,2020,146,"Drama, Music",3.6,5930,Remo D'Souza,Varun Dhawan,Shraddha Kapoor,Prabhu Deva,2020,Drama,Poor (<4)
Street Fighter,1995,148,Action,5.2,16,Gopal B.,Ali,Brahmanandam,Devan,1990,Action,Average (4–6)
Street Fighter: The Legend of Chun-Li,2009,96,"Action, Crime, Fantasy",3.7,23206,Andrzej Bartkowiak,Kristin Kreuk,Neal McDonough,Michael Clarke Duncan,2000,Action,Poor (<4)
Street Singer,1966,129,"Drama, Musical",,,Chandrashekhar,David Abraham,Agha,Bela Bose,1960,Drama,
Striker,2010,128,"Action, Crime, Drama",6.9,1014,Chandan Arora,Siddharth,Ankur Vikal,Anupam Kher,2010,Action,Good (6–8)
Strings,2006,129,"Drama, Romance",,,Sanjay Jha,Adam Bedi,Tannishtha Chatterjee,Vineet Kumar,2000,Drama,
Strings of Devotion,2021,129,Documentary,,,Arno Krimmer,Vishal Bhardwaj,Jagjit Singh,Zakir Hussain,2020,Documentary,
Strings of Passion,2014,100,Drama,6.5,31,Sanghamitra Chaudhuri,Zeenat Aman,Indrani Haldar,Shubh Mukherjee,2010,Drama,Good (6–8)
Struggle,1936,129,Unknown,,,Jehanara Kajjan,Unknown,Unknown,Unknown,1930,Unknown,
Struggler,2006,129,Thriller,6.0,10,Mahesh Manjrekar,Amitabh Bachchan,Atul Kale,Mahesh Manjrekar,2000,Thriller,Average (4–6)
Struggle-real life story of artist,,129,Drama,,,Ajay Yadav,Rajpal Yadav,Ranjeet,Mukesh S. Bhatt,,Drama,
Stud Sala,,129,Comedy,,,Ram Gopal Varma,Unknown,Unknown,Unknown,,Comedy,
Student of the Year,2012,146,"Comedy, Drama, Music",5.3,16038,Karan Johar,Sidharth Malhotra,Alia Bhatt,Varun Dhawan,2010,Comedy,Average (4–6)
Student of the Year 2,2019,146,"Action, Comedy, Drama",2.2,17483,Punit Malhotra,Tiger Shroff,Ananya Panday,Tara Sutaria,2010,Action,Poor (<4)
Stumped,2003,121,"Comedy, Drama, Sport",2.6,121,Gaurav Pandey,Raveena Tandon,Alyy Khan,Salman Khan,2000,Comedy,Poor (<4)
Stunt King,1944,129,Unknown,,,Kamlabai Gokhale,Unknown,Unknown,Unknown,1940,Unknown,
Stunt Queen,1947,129,Unknown,,,Ramnik Vyas,Fearless Nadia,Unknown,Unknown,1940,Unknown,
Stunttman,1994,129,"Action, Drama, Romance",4.8,20,Deepak Balraj Vij,Avtar Singh Ahluwalia,Tinnu Anand,Ami Asthana,1990,Action,Average (4–6)
Stupid Lovers,2018,129,Romance,,,Samrat Das,Anil Arya,Anusheel Chakrabarty,Priyanka Jadhav,2010,Romance,
Style,2001,157,"Comedy, Musical, Mystery",6.7,1859,N. Chandra,Sharman Joshi,Sahil Khan,Riya Sen,2000,Comedy,Good (6–8)
Stylish Memsaheb,2017,102,Romance,,,Nayana Khedkar,Rukshar Beherzi,Pawan Jain,Nayana Khedkar,2010,Romance,
Sub Ka Saathi,1972,129,"Drama, Family",6.5,6,A. Bhimsingh,Sanjay Khan,Vinod Khanna,Om Prakash,1970,Drama,Good (6–8)
Subah Hone Tak,1988,129,Drama,,,Sandeepan V. Kant,Pallavi Joshi,Guddi Maruti,Sangeeta Naik,1980,Drama,
Subah Ka Tara,1954,107,Romance,5.4,9,Shantaram Rajaram Vankudre,Pradeep Kumar,Shantaram Rajaram Vankudre,Jayshree Gadkar,1950,Romance,Average (4–6)
Subah Shyam,1944,129,Unknown,,,P.C. Barua,P.C. Barua,Tulsi Chakraborty,Devbala,1940,Unknown,
Subah Subah,1983,129,Romance,8.0,83,Indrajeet Singh Bansal,Aamir Khan,Unknown,Unknown,1980,Romance,Good (6–8)
Subah Zaroor Aayegi,1977,129,Action,,,Prakash Inamdar,Paidi Jairaj,Nana Palsikar,Mahesh Raaj,1970,Action,
Subash,1996,150,Action,,,Udhayakumar,Arjun Sarja,Unknown,Unknown,1990,Action,
Subero Ghaam,2014,170,Drama,,,Naresh Khanna,Balraj Negi,Bijju,Baldev Rana,2010,Drama,
Subhadra,1946,122,Unknown,,,Master Vinayak,Prem Adib,Shanta Apte,Ishwarlal,1940,Unknown,
Subhadra Haran,1974,129,Fantasy,,,K. Prabhakar,Gangadhar,Comedian Guggu,Kalpana,1970,Fantasy,
Subha-O-Sham,1971,180,"Action, Comedy, Drama",6.5,31,Tapi Chanakya,Sanjeev Kumar,Waheeda Rehman,Mohamad Ali Fardin,1970,Action,Good (6–8)
Subhas Chandra,1966,130,"Biography, Drama, History",8.2,41,Piyush Bose,Amar Dutta,Samar Chatterjee,Ashish Ghosh,1960,Biography,Excellent (8–10)
Subhash Chandra,1966,129,Drama,,,Piyush Bose,Ajeet,Amar,Robin Kanerjee,1960,Drama,
Subhash Chandra Bose,2005,129,"Action, Drama, History",3.1,245,K. Raghavendra Rao,Venkatesh Daggubati,Prakash Raj,Tom Alter,2000,Action,Poor (<4)
Sudama,1947,129,Drama,,,Bn Rao,Unknown,Unknown,Unknown,1940,Drama,
Sudarshan Chakra,1956,129,Unknown,,,Datta Dharmadhikari,Nalini Jaywant,Mahipal,Shahu Modak,1950,Unknown,
Suddha,2005,105,Drama,7.2,13,Ramchandra P.N.,Sharada Devi,Bharathi Jain,Jagatpal Jain,2000,Drama,Good (6–8)
Sudesi,2005,139,"Action, Crime, Drama",3.7,35,Jeppi,Ashima Bhalla,Karunas,M.N. Nambiar,2000,Action,Poor (<4)
Sudhandhiram,2000,145,"Action, Crime, Drama",4.0,44,Raj Kapoor,Nassar,Prithviraj,Raghuvaran,2000,Action,Poor (<4)
Sugandh,1982,129,"Crime, Drama, Romance",,,Ravikant Nagaich,Anand Balraj,Leena Das,Gulshan Grover,1980,Crime,
Suhaag,1994,145,"Action, Comedy, Drama",5.7,1755,Kuku Kohli,Ajay Devgn,Akshay Kumar,Karisma Kapoor,1990,Action,Average (4–6)
Suhaag Ka Balidaan,1987,129,Drama,,,Ramesh Bedi,Prem Bedi,Jamuna,Ashok Kalra,1980,Drama,
Suhaag Ki Keemat,2001,129,Drama,,,Unknown,Unknown,Unknown,Unknown,2000,Drama,
Suhaag Raat,1968,160,"Drama, Romance",4.8,29,R. Bhattacharya,Rajshree,Jeetendra,Sulochana Latkar,1960,Drama,Average (4–6)
Suhaani Raat,1974,129,Drama,,,Nirmal Kumar,Sushil Kumar,Narendra,Unknown,1970,Drama,
Suhag,1958,129,Unknown,,,B. Ramakrishnaiah Panthulu,Shivaji Ganesan,Gemini Ganesan,M.V. Rajamma,1950,Unknown,
Suhag Sindoor,1953,129,Unknown,,,Shyama,Unknown,Unknown,Unknown,1950,Unknown,
Suhagan,1964,129,"Drama, Romance",6.2,17,K.S. Gopalakrishnan,Guru Dutt,Mala Sinha,Om Prakash,1960,Drama,Good (6–8)
Suhagi,1948,129,Unknown,,,A. Shakoor,Manorama,Unknown,Unknown,1940,Unknown,
Suhagraat Se Pehle,1996,129,Action,,,Mahesh Anand,Balbir,Ravi Bhushan,Firoz Khan,1990,Action,
Suhana Safar,1970,130,"Comedy, Drama",6.4,45,Vijay,Shashi Kapoor,Sharmila Tagore,Lalita Pawar,1970,Comedy,Good (6–8)
Sui Dhaaga,2018,122,"Comedy, Drama",6.8,7421,Sharat Katariya,Anushka Sharma,Varun Dhawan,Raghuvir Yadav,2010,Comedy,Good (6–8)
Sujata,2020,104,Drama,,,Deepak Bhardwaj,Kavita Joshi,Pratap Kumar,Rahul Kumar,2020,Drama,
Sukannya Bani Hai Durga,2020,129,Drama,,,Rizwan Denial,Manoj Bakshi,Hemant Birje,Rizwan Khan,2020,Drama,
Sukh Ki Daulat,1994,129,Drama,,,Texas Gaikwad,Avinash,Meera,Nandini,1990,Drama,
Sukhi Jeevan,1942,129,"Drama, Family",,,Master Bhagwan,Harishchandra,Unknown,Unknown,1940,Drama,
Suki,1994,129,Drama,,,Unknown,Unknown,Unknown,Unknown,1990,Drama,
Sulagte Armaan,1984,129,Drama,,,Himmat Dave,Jayshree Gadkar,Heena Kausar,Arvind Kumar,1980,Drama,
Suleh,1946,129,Unknown,,,Apurba Kumar Mitra,Biman Bannerjee,Tulsi Chakraborty,Ahindra Choudhury,1940,Unknown,
Sulemani Keeda,2014,89,"Comedy, Romance",7.1,2478,Amit Masurkar,Naveen Kasturia,Mayank Tewari,Aditi Vasudev,2010,Comedy,Good (6–8)
Sullan,2004,138,"Action, Crime, Drama",3.2,359,Ramana,Dhanush,Manivannan,Pasupathy,2000,Action,Poor (<4)
Sulochana,1933,129,Unknown,,,R.S. Choudhury,Ruby Mayer,Jillo,Chanda,1930,Unknown,
Sultaan,2000,120,"Action, Drama",5.6,54,T.L.V. Prasad,Vikas Anand,Birbal,Mithun Chakraborty,2000,Action,Average (4–6)
Sultan,2016,170,"Action, Drama, Sport",7.0,41777,Ali Abbas Zafar,Salman Khan,Kubbra Sait,Anushka Sharma,2010,Action,Good (6–8)
Sultan - E- Alam,1956,129,Fantasy,,,Nanubhai Vakil,Chitra,Hiralal,Kuldip Kaur,1950,Fantasy,
Sultan E Deccan: Banda Nawaz,1982,129,Romance,,,Farhat Chaudhary,Yusuf Kamal,Chandan Kumar,Ashok Mehta,1980,Romance,
Sultan E Hind: Gharib Nawaz,1979,129,Drama,,,Sona Mastan Mirza,Satish Kaul,Raza Murad,Kanchan Mattu,1970,Drama,
Sultana,1934,129,Unknown,,,Abdul Rashid Kardar,Gul Hamid,Mazhar Khan,Zarina,1930,Unknown,
Sultana Chand Biwi,1937,129,Unknown,,,Shakuntala Paranjpye,Unknown,Unknown,Unknown,1930,Unknown,
Sultana Daku,1956,129,Action,,,Mohan Sinha,Sheila Ramani,Paidi Jairaj,Raju,1950,Action,
Sultana Mera Naam,2000,129,Action,,,Teerat Singh,Ramesh Goyal,Shakti Kapoor,Ali Khan,2000,Action,
Sumbandh,1982,129,"Action, Drama, Romance",5.9,10,Shibu Mitra,Ashok Kumar,Vinod Mehra,Rati Agnihotri,1980,Action,Average (4–6)
